image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,model,category1,category2
badlands_178.pkl,badlands_93.pkl,0.45425743,0.3611728,0.2703626,0.31244245,0.24054253,0.56207764,0.68039274,VGG,badlands,badlands
badlands_178.pkl,badlands_94.pkl,0.46853364,0.35287094,0.26841986,0.22617477,0.22390012,0.42049807,0.42365405,VGG,badlands,badlands
badlands_178.pkl,badlands_95.pkl,0.44771713,0.3902005,0.27624977,0.25490558,0.18408675,0.5138962,0.5710776,VGG,badlands,badlands
badlands_178.pkl,badlands_96.pkl,0.47060555,0.349472,0.2680321,0.27382937,0.3163506,0.6577781,0.69267803,VGG,badlands,badlands
badlands_178.pkl,badlands_97.pkl,0.48135728,0.38162386,0.29023445,0.27479967,0.1896372,0.47580004,0.5108688,VGG,badlands,badlands
badlands_178.pkl,badlands_98.pkl,0.48356873,0.3444479,0.27222136,0.24548465,0.21664889,0.5717203,0.61411715,VGG,badlands,badlands
badlands_178.pkl,badlands_99.pkl,0.51101285,0.36214763,0.27712077,0.25915024,0.20439288,0.5157974,0.57772255,VGG,badlands,badlands
badlands_179.pkl,badlands_18.pkl,0.46627098,0.3797868,0.27586296,0.29123777,0.29627007,0.603483,0.6507461,VGG,badlands,badlands
badlands_179.pkl,badlands_180.pkl,0.49130923,0.40463924,0.30236942,0.2818035,0.41716945,0.58127594,0.5810977,VGG,badlands,badlands
badlands_179.pkl,badlands_181.pkl,0.46139202,0.392654,0.28542542,0.31890672,0.39106107,0.65951926,0.7228079,VGG,badlands,badlands
badlands_179.pkl,badlands_182.pkl,0.47773618,0.3764236,0.26955724,0.27126306,0.35457668,0.56447864,0.51995516,VGG,badlands,badlands
badlands_179.pkl,badlands_183.pkl,0.49386585,0.39782792,0.28020486,0.28366435,0.337668,0.62876964,0.6214167,VGG,badlands,badlands
badlands_179.pkl,badlands_184.pkl,0.4112881,0.34073997,0.23755977,0.21240403,0.16244122,0.5612305,0.61507505,VGG,badlands,badlands
badlands_179.pkl,badlands_185.pkl,0.4741096,0.3888148,0.278098,0.23310412,0.3207642,0.58803254,0.57097954,VGG,badlands,badlands
badlands_179.pkl,badlands_186.pkl,0.46446574,0.37579513,0.27117875,0.2654146,0.31149265,0.5160146,0.503587,VGG,badlands,badlands
badlands_179.pkl,badlands_187.pkl,0.47023037,0.36633497,0.26236808,0.27975833,0.28908503,0.5508647,0.5932915,VGG,badlands,badlands
badlands_179.pkl,badlands_188.pkl,0.45698738,0.37467945,0.2768073,0.29571283,0.3702393,0.5762951,0.5581663,VGG,badlands,badlands
badlands_179.pkl,badlands_189.pkl,0.48774958,0.3942237,0.3000047,0.28319988,0.32037938,0.56513286,0.5727254,VGG,badlands,badlands
badlands_179.pkl,badlands_19.pkl,0.44901186,0.3718828,0.26264858,0.21573305,0.23118103,0.46387768,0.5552708,VGG,badlands,badlands
badlands_179.pkl,badlands_190.pkl,0.44146067,0.37907225,0.27312005,0.25191367,0.25082818,0.43910116,0.46228647,VGG,badlands,badlands
badlands_179.pkl,badlands_191.pkl,0.45774025,0.37035525,0.26326934,0.22182259,0.27966088,0.43613708,0.41477472,VGG,badlands,badlands
badlands_179.pkl,badlands_192.pkl,0.50324357,0.41389018,0.29117385,0.31888098,0.41574815,0.614492,0.6440222,VGG,badlands,badlands
badlands_179.pkl,badlands_193.pkl,0.46679312,0.37169552,0.2560053,0.22248837,0.23134595,0.5873454,0.6266517,VGG,badlands,badlands
badlands_179.pkl,badlands_194.pkl,0.48340386,0.39101046,0.2716195,0.27791697,0.34620363,0.5950904,0.5975244,VGG,badlands,badlands
badlands_179.pkl,badlands_195.pkl,0.5108354,0.40250584,0.29685277,0.3208103,0.40433884,0.5647624,0.59736407,VGG,badlands,badlands
badlands_179.pkl,badlands_196.pkl,0.46651107,0.40925822,0.28671917,0.23081025,0.28867468,0.4765816,0.4986887,VGG,badlands,badlands
badlands_179.pkl,badlands_197.pkl,0.5035696,0.3986997,0.2803734,0.26012105,0.3425666,0.6438415,0.6702855,VGG,badlands,badlands
badlands_179.pkl,badlands_198.pkl,0.46977815,0.38658968,0.26795098,0.28060392,0.41491938,0.6273028,0.6518919,VGG,badlands,badlands
badlands_179.pkl,badlands_199.pkl,0.48796928,0.38798246,0.2696089,0.27477342,0.3903407,0.65224546,0.6764788,VGG,badlands,badlands
badlands_179.pkl,badlands_2.pkl,0.49348977,0.403696,0.30479473,0.29479828,0.36813694,0.57612884,0.5740598,VGG,badlands,badlands
badlands_179.pkl,badlands_20.pkl,0.49427813,0.38668656,0.3045905,0.33501393,0.4994585,0.62927526,0.6154846,VGG,badlands,badlands
badlands_179.pkl,badlands_200.pkl,0.4249761,0.36489215,0.2760651,0.24243689,0.28736988,0.49577367,0.5205243,VGG,badlands,badlands
badlands_179.pkl,badlands_201.pkl,0.49487072,0.38863474,0.296736,0.31801334,0.38617486,0.5893972,0.5802403,VGG,badlands,badlands
badlands_179.pkl,badlands_202.pkl,0.48102087,0.3926781,0.27569714,0.23728807,0.3181203,0.51193595,0.52328134,VGG,badlands,badlands
badlands_179.pkl,badlands_203.pkl,0.45316124,0.37517083,0.27189136,0.2434979,0.37929067,0.6106458,0.6174897,VGG,badlands,badlands
badlands_179.pkl,badlands_204.pkl,0.4821206,0.38779742,0.25778672,0.22569823,0.22317684,0.6159838,0.6640729,VGG,badlands,badlands
badlands_179.pkl,badlands_205.pkl,0.40439826,0.32828838,0.23527032,0.22555737,0.1699329,0.47874403,0.53738284,VGG,badlands,badlands
badlands_179.pkl,badlands_206.pkl,0.4707209,0.38297302,0.2602126,0.25506622,0.3573765,0.5321959,0.5049556,VGG,badlands,badlands
badlands_179.pkl,badlands_207.pkl,0.29155624,0.22818702,0.1842721,0.19820374,0.18370649,0.436113,0.46143413,VGG,badlands,badlands
badlands_179.pkl,badlands_208.pkl,0.5112931,0.41930628,0.31436342,0.3537302,0.47148305,0.66908425,0.68513423,VGG,badlands,badlands
badlands_179.pkl,badlands_209.pkl,0.42638108,0.34387368,0.24424401,0.21212874,0.31675494,0.5423583,0.5462621,VGG,badlands,badlands
badlands_179.pkl,badlands_21.pkl,0.4722109,0.3853522,0.26996726,0.27135107,0.40581122,0.66872007,0.69355863,VGG,badlands,badlands
badlands_179.pkl,badlands_210.pkl,0.50099516,0.4028682,0.2747178,0.2614055,0.33872864,0.5836999,0.66050684,VGG,badlands,badlands
badlands_179.pkl,badlands_211.pkl,0.48385954,0.38481376,0.28215396,0.27788466,0.4037102,0.63496935,0.59749365,VGG,badlands,badlands
badlands_179.pkl,badlands_212.pkl,0.43677935,0.37039933,0.26839116,0.24031636,0.32125834,0.68546027,0.7526798,VGG,badlands,badlands
badlands_179.pkl,badlands_213.pkl,0.48916236,0.3921879,0.265802,0.28336966,0.35249054,0.5660858,0.5757304,VGG,badlands,badlands
badlands_179.pkl,badlands_214.pkl,0.4810592,0.38378868,0.27361947,0.24641429,0.28488278,0.48439667,0.46684465,VGG,badlands,badlands
badlands_179.pkl,badlands_215.pkl,0.4710683,0.37957153,0.26345623,0.20625933,0.23997083,0.4927254,0.47578588,VGG,badlands,badlands
badlands_179.pkl,badlands_216.pkl,0.41883472,0.30959356,0.2276397,0.23234813,0.20491672,0.593091,0.67338145,VGG,badlands,badlands
badlands_179.pkl,badlands_217.pkl,0.48078215,0.39158386,0.27375796,0.23415175,0.34617314,0.49191767,0.42945558,VGG,badlands,badlands
badlands_179.pkl,badlands_218.pkl,0.45666462,0.3655794,0.25511345,0.20261467,0.29264444,0.54965514,0.5181564,VGG,badlands,badlands
badlands_179.pkl,badlands_219.pkl,0.4933474,0.38046706,0.26006627,0.25663868,0.2600203,0.6080903,0.6977706,VGG,badlands,badlands
badlands_179.pkl,badlands_22.pkl,0.53372365,0.4221358,0.3126086,0.31591457,0.36667755,0.5404618,0.5522504,VGG,badlands,badlands
badlands_179.pkl,badlands_220.pkl,0.44290078,0.35275054,0.2300417,0.18513691,0.23215237,0.44465885,0.46332538,VGG,badlands,badlands
badlands_179.pkl,badlands_221.pkl,0.3681635,0.32208407,0.25629538,0.29956576,0.33967736,0.5463705,0.5190442,VGG,badlands,badlands
badlands_179.pkl,badlands_222.pkl,0.4086576,0.3415073,0.24290039,0.20702118,0.23332886,0.46295673,0.50025326,VGG,badlands,badlands
badlands_179.pkl,badlands_223.pkl,0.43051744,0.37524888,0.27709988,0.26802605,0.31198353,0.47072116,0.5013894,VGG,badlands,badlands
badlands_179.pkl,badlands_224.pkl,0.38455015,0.35494533,0.2727881,0.28608793,0.39284953,0.58411884,0.5618071,VGG,badlands,badlands
badlands_179.pkl,badlands_225.pkl,0.44729984,0.35536513,0.23535813,0.21059534,0.13967761,0.45470515,0.47115314,VGG,badlands,badlands
badlands_179.pkl,badlands_226.pkl,0.49276447,0.4137015,0.29313588,0.2950943,0.4928247,0.7293232,0.7255833,VGG,badlands,badlands
badlands_179.pkl,badlands_227.pkl,0.5076685,0.40170747,0.2850358,0.32382488,0.40123254,0.66956615,0.7035129,VGG,badlands,badlands
badlands_179.pkl,badlands_228.pkl,0.4276157,0.36992657,0.26780164,0.2674139,0.2962826,0.6285399,0.6674863,VGG,badlands,badlands
badlands_179.pkl,badlands_229.pkl,0.4654553,0.36991537,0.25858694,0.2480099,0.3219899,0.5763146,0.5800086,VGG,badlands,badlands
badlands_179.pkl,badlands_23.pkl,0.46768004,0.3863852,0.28334412,0.27104077,0.20988747,0.46463552,0.5014696,VGG,badlands,badlands
badlands_179.pkl,badlands_230.pkl,0.45453,0.3698276,0.26516986,0.25612834,0.36219883,0.5949156,0.6055952,VGG,badlands,badlands
badlands_179.pkl,badlands_231.pkl,0.4318927,0.35768923,0.25806612,0.21493897,0.2937725,0.48880723,0.46926475,VGG,badlands,badlands
badlands_179.pkl,badlands_24.pkl,0.435933,0.37215436,0.25962976,0.21485467,0.2622718,0.5482366,0.6071795,VGG,badlands,badlands
badlands_179.pkl,badlands_25.pkl,0.47465712,0.38803738,0.27062902,0.25365633,0.36280593,0.59599423,0.62207884,VGG,badlands,badlands
badlands_179.pkl,badlands_26.pkl,0.48548138,0.40308413,0.28492284,0.2842617,0.33717614,0.56314605,0.5750104,VGG,badlands,badlands
badlands_179.pkl,badlands_27.pkl,0.44540328,0.35379323,0.24484657,0.2333336,0.25042763,0.6203467,0.69691145,VGG,badlands,badlands
badlands_179.pkl,badlands_28.pkl,0.51395255,0.42110568,0.29989448,0.30946535,0.40334535,0.5213992,0.5274867,VGG,badlands,badlands
badlands_179.pkl,badlands_29.pkl,0.48723736,0.39825046,0.27539444,0.22731285,0.2312879,0.40483242,0.39383104,VGG,badlands,badlands
badlands_179.pkl,badlands_3.pkl,0.42247695,0.35554183,0.25588828,0.21117985,0.13680413,0.3288948,0.29849574,VGG,badlands,badlands
badlands_179.pkl,badlands_30.pkl,0.5075889,0.41342098,0.29821277,0.3122311,0.39919814,0.6926306,0.7471379,VGG,badlands,badlands
badlands_179.pkl,badlands_31.pkl,0.45513093,0.3595135,0.26845583,0.27567863,0.25700158,0.486278,0.51896554,VGG,badlands,badlands
badlands_179.pkl,badlands_32.pkl,0.47285497,0.3860403,0.26333505,0.24143943,0.35548803,0.5338207,0.53060365,VGG,badlands,badlands
badlands_179.pkl,badlands_33.pkl,0.42555225,0.345538,0.26668006,0.27565324,0.24253762,0.5258418,0.5701634,VGG,badlands,badlands
badlands_179.pkl,badlands_34.pkl,0.49099696,0.38615346,0.2704051,0.24347591,0.30020005,0.41842958,0.4218334,VGG,badlands,badlands
badlands_179.pkl,badlands_35.pkl,0.449964,0.37567264,0.26533195,0.19946098,0.28314483,0.49039456,0.48941392,VGG,badlands,badlands
badlands_179.pkl,badlands_36.pkl,0.4622594,0.37164208,0.26609886,0.24968818,0.27919677,0.5718629,0.58064175,VGG,badlands,badlands
badlands_179.pkl,badlands_37.pkl,0.5128937,0.41347128,0.3016346,0.3355609,0.39326018,0.6413372,0.684384,VGG,badlands,badlands
badlands_179.pkl,badlands_38.pkl,0.4973783,0.40755415,0.3001506,0.31527522,0.3296922,0.53582686,0.5436087,VGG,badlands,badlands
badlands_179.pkl,badlands_39.pkl,0.4893363,0.3932615,0.29562718,0.30858967,0.34805763,0.5259501,0.5542358,VGG,badlands,badlands
badlands_179.pkl,badlands_4.pkl,0.51165587,0.41290614,0.2908874,0.2918329,0.45995754,0.6748985,0.6904675,VGG,badlands,badlands
badlands_179.pkl,badlands_40.pkl,0.48587704,0.39205208,0.26818997,0.25820443,0.3678993,0.5694826,0.6101805,VGG,badlands,badlands
badlands_179.pkl,badlands_41.pkl,0.403753,0.34988454,0.25530347,0.19351628,0.26388973,0.41358963,0.36702245,VGG,badlands,badlands
badlands_179.pkl,badlands_42.pkl,0.4528628,0.36161482,0.25901648,0.26748717,0.2213591,0.55573225,0.5963875,VGG,badlands,badlands
badlands_179.pkl,badlands_43.pkl,0.48069158,0.39607927,0.28139612,0.28461027,0.37481844,0.59223235,0.5784528,VGG,badlands,badlands
badlands_179.pkl,badlands_44.pkl,0.47555378,0.37990952,0.2626004,0.2255891,0.37446466,0.603202,0.57032603,VGG,badlands,badlands
badlands_179.pkl,badlands_45.pkl,0.47543818,0.37183625,0.2594462,0.2500528,0.2042371,0.46526086,0.48641735,VGG,badlands,badlands
badlands_179.pkl,badlands_46.pkl,0.48909473,0.3899239,0.27278987,0.24240144,0.27356842,0.47803432,0.5120181,VGG,badlands,badlands
badlands_179.pkl,badlands_47.pkl,0.5002097,0.40629295,0.29183513,0.30555424,0.3639094,0.6192349,0.6693235,VGG,badlands,badlands
badlands_179.pkl,badlands_48.pkl,0.39408144,0.34436554,0.24723524,0.2116029,0.24536844,0.44160312,0.5172186,VGG,badlands,badlands
badlands_179.pkl,badlands_49.pkl,0.45535842,0.354711,0.24085206,0.19204193,0.18038224,0.5358759,0.58020073,VGG,badlands,badlands
badlands_179.pkl,badlands_5.pkl,0.42648977,0.3443179,0.25344047,0.24504182,0.2516322,0.48554775,0.50812626,VGG,badlands,badlands
badlands_179.pkl,badlands_50.pkl,0.4535173,0.37482342,0.27917507,0.27846256,0.37948945,0.68722093,0.7095679,VGG,badlands,badlands
badlands_179.pkl,badlands_51.pkl,0.4894765,0.39348942,0.28762043,0.27926028,0.33897662,0.48155704,0.50082874,VGG,badlands,badlands
badlands_179.pkl,badlands_52.pkl,0.4835298,0.3973057,0.29657924,0.3435501,0.44279012,0.6381645,0.66585016,VGG,badlands,badlands
badlands_179.pkl,badlands_53.pkl,0.43225127,0.35639483,0.26969257,0.268281,0.34556487,0.56431156,0.6010745,VGG,badlands,badlands
badlands_179.pkl,badlands_54.pkl,0.45253426,0.37587786,0.28646743,0.2829557,0.30018413,0.46638286,0.45579582,VGG,badlands,badlands
badlands_179.pkl,badlands_55.pkl,0.496198,0.40558958,0.27561954,0.2619727,0.37936884,0.5338922,0.52625597,VGG,badlands,badlands
badlands_179.pkl,badlands_56.pkl,0.508048,0.4167872,0.3094976,0.29029483,0.43174106,0.604645,0.59384984,VGG,badlands,badlands
badlands_179.pkl,badlands_57.pkl,0.4415294,0.35594165,0.25808597,0.2325467,0.24789383,0.5467621,0.57984483,VGG,badlands,badlands
badlands_179.pkl,badlands_58.pkl,0.47810844,0.378714,0.2797699,0.25377452,0.3345871,0.5786759,0.6174717,VGG,badlands,badlands
badlands_179.pkl,badlands_59.pkl,0.4686495,0.38448012,0.27300152,0.25439572,0.315529,0.5940834,0.6251319,VGG,badlands,badlands
badlands_179.pkl,badlands_6.pkl,0.44713956,0.35094208,0.24935256,0.19512925,0.28544244,0.5427387,0.5581665,VGG,badlands,badlands
badlands_179.pkl,badlands_60.pkl,0.43665308,0.36735243,0.25855437,0.23466216,0.27542347,0.5231399,0.55982894,VGG,badlands,badlands
badlands_179.pkl,badlands_61.pkl,0.47681955,0.36829,0.25088876,0.24830765,0.23564534,0.56714714,0.66599154,VGG,badlands,badlands
badlands_179.pkl,badlands_62.pkl,0.450988,0.3734905,0.27864158,0.24334137,0.27568793,0.46678928,0.52414405,VGG,badlands,badlands
badlands_179.pkl,badlands_63.pkl,0.34807774,0.29770473,0.24960278,0.2854855,0.23973998,0.5664467,0.6407082,VGG,badlands,badlands
badlands_179.pkl,badlands_64.pkl,0.42342162,0.34296286,0.2523036,0.20721972,0.22501464,0.47925556,0.47691685,VGG,badlands,badlands
badlands_179.pkl,badlands_65.pkl,0.47190675,0.38324273,0.27495605,0.25794458,0.29371864,0.5448699,0.57891417,VGG,badlands,badlands
badlands_179.pkl,badlands_66.pkl,0.4974231,0.37749392,0.2657088,0.28419164,0.35917673,0.6892606,0.7438445,VGG,badlands,badlands
badlands_179.pkl,badlands_67.pkl,0.41106427,0.35745853,0.2548942,0.23339131,0.33102903,0.53256476,0.53975457,VGG,badlands,badlands
badlands_179.pkl,badlands_68.pkl,0.48832405,0.3925129,0.27534798,0.2804081,0.3832826,0.6291517,0.6711064,VGG,badlands,badlands
badlands_179.pkl,badlands_69.pkl,0.48512346,0.39080554,0.27338877,0.2733314,0.35793382,0.58630455,0.60758805,VGG,badlands,badlands
badlands_179.pkl,badlands_7.pkl,0.44327006,0.35639754,0.255315,0.2789822,0.28153428,0.6145584,0.64509606,VGG,badlands,badlands
badlands_179.pkl,badlands_70.pkl,0.44655865,0.37325823,0.25412992,0.2317438,0.39370313,0.62469363,0.6192731,VGG,badlands,badlands
badlands_179.pkl,badlands_71.pkl,0.4849233,0.39692983,0.28851962,0.26867947,0.40002024,0.5697562,0.5644146,VGG,badlands,badlands
badlands_179.pkl,badlands_72.pkl,0.45974582,0.38316998,0.28674188,0.30375338,0.35275972,0.6484472,0.6963935,VGG,badlands,badlands
badlands_179.pkl,badlands_73.pkl,0.48695588,0.3769954,0.24931154,0.2391977,0.27391997,0.5589473,0.6064497,VGG,badlands,badlands
badlands_179.pkl,badlands_74.pkl,0.44803593,0.35659397,0.24886984,0.21738896,0.19147535,0.49958807,0.5390113,VGG,badlands,badlands
badlands_179.pkl,badlands_75.pkl,0.46633273,0.37067032,0.26996636,0.24587554,0.3960306,0.60779375,0.58673847,VGG,badlands,badlands
badlands_179.pkl,badlands_76.pkl,0.4771973,0.3857199,0.2750886,0.27549642,0.37546986,0.6470801,0.6735062,VGG,badlands,badlands
badlands_179.pkl,badlands_77.pkl,0.4645816,0.37115914,0.25568458,0.22723389,0.24673101,0.516796,0.5829613,VGG,badlands,badlands
badlands_179.pkl,badlands_78.pkl,0.46635312,0.3675863,0.24817252,0.23919901,0.19666077,0.47847107,0.5283173,VGG,badlands,badlands
badlands_179.pkl,badlands_79.pkl,0.43082848,0.36167783,0.2609923,0.22737572,0.3315055,0.59272265,0.6311135,VGG,badlands,badlands
badlands_179.pkl,badlands_8.pkl,0.3612822,0.3025337,0.21506035,0.17838949,0.16624227,0.34484246,0.3459448,VGG,badlands,badlands
badlands_179.pkl,badlands_80.pkl,0.47900635,0.37678844,0.26549742,0.23163688,0.3348586,0.5893906,0.59239733,VGG,badlands,badlands
badlands_179.pkl,badlands_81.pkl,0.47543854,0.3857683,0.26900083,0.23466074,0.3132346,0.541143,0.56589055,VGG,badlands,badlands
badlands_179.pkl,badlands_82.pkl,0.5229405,0.409387,0.28485537,0.27633289,0.2960682,0.6118365,0.6547416,VGG,badlands,badlands
badlands_179.pkl,badlands_83.pkl,0.45722118,0.3960546,0.26833346,0.24894528,0.39371568,0.69962513,0.74600506,VGG,badlands,badlands
badlands_179.pkl,badlands_84.pkl,0.42340675,0.34390545,0.2470605,0.22873116,0.24301618,0.48754683,0.5308907,VGG,badlands,badlands
badlands_179.pkl,badlands_85.pkl,0.508286,0.3896124,0.26944703,0.2627262,0.23332751,0.51666,0.56380945,VGG,badlands,badlands
badlands_179.pkl,badlands_86.pkl,0.5191848,0.42394203,0.30390394,0.3098991,0.3602545,0.56115186,0.6254524,VGG,badlands,badlands
badlands_179.pkl,badlands_87.pkl,0.44252244,0.34845608,0.24493995,0.21833242,0.23920697,0.53637046,0.57439065,VGG,badlands,badlands
badlands_179.pkl,badlands_88.pkl,0.41208696,0.3480839,0.24183916,0.25606441,0.19011547,0.53582346,0.6188671,VGG,badlands,badlands
badlands_179.pkl,badlands_89.pkl,0.5057936,0.39563325,0.2800261,0.31779265,0.31762263,0.5819407,0.65248996,VGG,badlands,badlands
badlands_179.pkl,badlands_9.pkl,0.44932866,0.37098902,0.26017228,0.19915901,0.2716062,0.44770998,0.41269797,VGG,badlands,badlands
badlands_179.pkl,badlands_90.pkl,0.41184807,0.34004286,0.24641943,0.18050882,0.21392182,0.5142883,0.531131,VGG,badlands,badlands
badlands_179.pkl,badlands_91.pkl,0.5089891,0.40672415,0.29980463,0.30372006,0.3687768,0.64021844,0.67170036,VGG,badlands,badlands
badlands_179.pkl,badlands_92.pkl,0.49006996,0.38650563,0.28533155,0.30457193,0.4779547,0.64249384,0.6743741,VGG,badlands,badlands
badlands_179.pkl,badlands_93.pkl,0.4843431,0.38644275,0.2783776,0.3202588,0.43040764,0.6761154,0.70011073,VGG,badlands,badlands
badlands_179.pkl,badlands_94.pkl,0.48685467,0.39534682,0.2830621,0.2651288,0.25360718,0.3654388,0.37320355,VGG,badlands,badlands
badlands_179.pkl,badlands_95.pkl,0.45149657,0.4039748,0.27249286,0.2653051,0.31988308,0.6170107,0.67760766,VGG,badlands,badlands
badlands_179.pkl,badlands_96.pkl,0.499916,0.4043154,0.30650735,0.30008236,0.3899522,0.56763923,0.5479885,VGG,badlands,badlands
badlands_179.pkl,badlands_97.pkl,0.53022754,0.41553596,0.29349804,0.32159787,0.3542618,0.6155011,0.6658708,VGG,badlands,badlands
badlands_179.pkl,badlands_98.pkl,0.26154715,0.25679302,0.18569681,0.15839298,0.18295147,0.50311816,0.5733899,VGG,badlands,badlands
badlands_179.pkl,badlands_99.pkl,0.47722554,0.389478,0.29040647,0.29356474,0.39914277,0.6397139,0.642678,VGG,badlands,badlands
badlands_18.pkl,badlands_180.pkl,0.48409775,0.37455112,0.28172684,0.25798416,0.33178294,0.5740458,0.5654482,VGG,badlands,badlands
badlands_18.pkl,badlands_181.pkl,0.53554636,0.40928543,0.33392572,0.38818228,0.447886,0.7008178,0.72614574,VGG,badlands,badlands
badlands_18.pkl,badlands_182.pkl,0.43313736,0.35035598,0.27290282,0.24833885,0.3425868,0.6175756,0.5903468,VGG,badlands,badlands
badlands_18.pkl,badlands_183.pkl,0.4557479,0.3680808,0.27730644,0.28191507,0.32569993,0.64759713,0.6543596,VGG,badlands,badlands
badlands_18.pkl,badlands_184.pkl,0.449342,0.37668046,0.27622303,0.29147217,0.3559424,0.5854714,0.56721234,VGG,badlands,badlands
badlands_18.pkl,badlands_185.pkl,0.42496333,0.3554049,0.26371437,0.23613983,0.26333153,0.53137827,0.506123,VGG,badlands,badlands
badlands_18.pkl,badlands_186.pkl,0.4849807,0.37650704,0.2917921,0.28687525,0.34884983,0.5738627,0.5592987,VGG,badlands,badlands
badlands_18.pkl,badlands_187.pkl,0.4882352,0.38086653,0.29199603,0.29875594,0.32576802,0.57938546,0.59740835,VGG,badlands,badlands
badlands_18.pkl,badlands_188.pkl,0.4891554,0.3629657,0.29357693,0.29280114,0.40993604,0.7044613,0.69210243,VGG,badlands,badlands
badlands_18.pkl,badlands_189.pkl,0.5378672,0.40268272,0.3210911,0.32201925,0.35086885,0.58655494,0.59040725,VGG,badlands,badlands
badlands_18.pkl,badlands_19.pkl,0.50572574,0.38210696,0.29265773,0.27300847,0.273447,0.46380538,0.4820331,VGG,badlands,badlands
badlands_18.pkl,badlands_190.pkl,0.51000446,0.37445065,0.28778815,0.25196463,0.22977474,0.49300677,0.53704,VGG,badlands,badlands
badlands_18.pkl,badlands_191.pkl,0.43860713,0.3543178,0.26625866,0.20325956,0.3089131,0.5208859,0.48251125,VGG,badlands,badlands
badlands_18.pkl,badlands_192.pkl,0.46962723,0.37838888,0.28361404,0.31526554,0.2849699,0.5046465,0.48068437,VGG,badlands,badlands
badlands_18.pkl,badlands_193.pkl,0.53643215,0.3961791,0.30984995,0.34951955,0.3807735,0.6832401,0.7147572,VGG,badlands,badlands
badlands_18.pkl,badlands_194.pkl,0.54249537,0.40086055,0.31336966,0.34724757,0.4642467,0.59783894,0.5613106,VGG,badlands,badlands
badlands_18.pkl,badlands_195.pkl,0.4522586,0.35571128,0.26638973,0.25366923,0.21165998,0.4013077,0.39773464,VGG,badlands,badlands
badlands_18.pkl,badlands_196.pkl,0.5151917,0.38052696,0.28232485,0.26013866,0.30611837,0.5437358,0.5420434,VGG,badlands,badlands
badlands_18.pkl,badlands_197.pkl,0.42457014,0.35224217,0.26318434,0.2484543,0.2710934,0.54674846,0.5900277,VGG,badlands,badlands
badlands_18.pkl,badlands_198.pkl,0.48546773,0.36573088,0.26714545,0.2542367,0.2842199,0.61694586,0.6183557,VGG,badlands,badlands
badlands_18.pkl,badlands_199.pkl,0.44694585,0.3605216,0.26980078,0.27138224,0.2568147,0.5450927,0.58928496,VGG,badlands,badlands
badlands_18.pkl,badlands_2.pkl,0.4269709,0.35575932,0.28435045,0.28314987,0.3702146,0.6917021,0.7256936,VGG,badlands,badlands
badlands_18.pkl,badlands_20.pkl,0.48301363,0.35783786,0.28423864,0.30656868,0.41935077,0.67248434,0.6691577,VGG,badlands,badlands
badlands_18.pkl,badlands_200.pkl,0.47105357,0.35259604,0.270057,0.22627644,0.3303828,0.58732104,0.5728481,VGG,badlands,badlands
badlands_18.pkl,badlands_201.pkl,0.47673023,0.37585706,0.27971798,0.2383133,0.23407878,0.46946642,0.4717406,VGG,badlands,badlands
badlands_18.pkl,badlands_202.pkl,0.4687755,0.37328285,0.285404,0.24320446,0.35807177,0.58525693,0.6063039,VGG,badlands,badlands
badlands_18.pkl,badlands_203.pkl,0.4265918,0.34898013,0.26454583,0.24700662,0.3016674,0.5715181,0.57712513,VGG,badlands,badlands
badlands_18.pkl,badlands_204.pkl,0.41472727,0.3508731,0.24898122,0.20541456,0.13261308,0.4768924,0.5063217,VGG,badlands,badlands
badlands_18.pkl,badlands_205.pkl,0.48028862,0.35899818,0.29139358,0.2941091,0.33902305,0.5594878,0.59701926,VGG,badlands,badlands
badlands_18.pkl,badlands_206.pkl,0.47597444,0.3662171,0.27646366,0.2756633,0.35302925,0.6009624,0.6180967,VGG,badlands,badlands
badlands_18.pkl,badlands_207.pkl,0.29348844,0.22311568,0.18401833,0.20176259,0.23968148,0.55989695,0.6208389,VGG,badlands,badlands
badlands_18.pkl,badlands_208.pkl,0.5268652,0.3949244,0.31294417,0.3290836,0.41220385,0.7227677,0.7577144,VGG,badlands,badlands
badlands_18.pkl,badlands_209.pkl,0.42848372,0.34058917,0.2594949,0.23092216,0.27708116,0.49965215,0.4728849,VGG,badlands,badlands
badlands_18.pkl,badlands_21.pkl,0.43073833,0.35668308,0.27583176,0.29520336,0.34816924,0.6356276,0.65121067,VGG,badlands,badlands
badlands_18.pkl,badlands_210.pkl,0.44862127,0.3671019,0.26336604,0.24746901,0.27144688,0.4667512,0.4857447,VGG,badlands,badlands
badlands_18.pkl,badlands_211.pkl,0.45454544,0.36063394,0.27625665,0.28714418,0.3968229,0.595328,0.5365929,VGG,badlands,badlands
badlands_18.pkl,badlands_212.pkl,0.5696442,0.4047277,0.3063932,0.36171144,0.5521943,0.7504232,0.7579364,VGG,badlands,badlands
badlands_18.pkl,badlands_213.pkl,0.46841496,0.3784774,0.2781819,0.29672956,0.32248768,0.590461,0.6142305,VGG,badlands,badlands
badlands_18.pkl,badlands_214.pkl,0.50090325,0.39065072,0.29393598,0.26556537,0.28480712,0.51543474,0.5503827,VGG,badlands,badlands
badlands_18.pkl,badlands_215.pkl,0.39996704,0.33379683,0.24408033,0.19572544,0.23951371,0.45318392,0.41726017,VGG,badlands,badlands
