"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-took part in a tapseq task","UPDATE-took part in a tapseq task","CURRENT-temp qualification","UPDATE-temp qualification","CURRENT-participated in the past","UPDATE-participated in the past","CURRENT-eligible for testing 1 week birds","UPDATE-eligible for testing 1 week birds","CURRENT-eligible for next step memory rep","UPDATE-eligible for next step memory rep","CURRENT-eligible for memory testing 1 week","UPDATE-eligible for memory testing 1 week","CURRENT-completed working memory test","UPDATE-completed working memory test","CURRENT-completed multicategory memory test","UPDATE-completed multicategory memory test","CURRENT-completed memory rep","UPDATE-completed memory rep","CURRENT-completed memory encoding 24h","UPDATE-completed memory encoding 24h","CURRENT-completed encoding successfully ","UPDATE-completed encoding successfully ","CURRENT-completed encoding multicategory memory test","UPDATE-completed encoding multicategory memory test","CURRENT-completed day5","UPDATE-completed day5","CURRENT-completed day4","UPDATE-completed day4","CURRENT-completed day3","UPDATE-completed day3","CURRENT-completed day2","UPDATE-completed day2","CURRENT-completed day1","UPDATE-completed day1","CURRENT-completed birds memory rep","UPDATE-completed birds memory rep","CURRENT-Completed My Experiment Already","UPDATE-Completed My Experiment Already","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2VEC20X98U3VC","https://gamma-requester.mturk.com/workers/A2VEC20X98U3VC","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VF6506WDNXKS","https://gamma-requester.mturk.com/workers/A2VF6506WDNXKS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2VFEDAK5C1E1O","https://gamma-requester.mturk.com/workers/A2VFEDAK5C1E1O","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2VH3BJ356DWGX","https://gamma-requester.mturk.com/workers/A2VH3BJ356DWGX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2VHF58R3IRD25","https://gamma-requester.mturk.com/workers/A2VHF58R3IRD25","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A2VIKCIM9TZL22","https://gamma-requester.mturk.com/workers/A2VIKCIM9TZL22","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VLTSW6CXIUMR","https://gamma-requester.mturk.com/workers/A2VLTSW6CXIUMR","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2VN8Q8X7WWIM","https://gamma-requester.mturk.com/workers/A2VN8Q8X7WWIM","5","5","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","1","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2VNNR2IWI8TKL","https://gamma-requester.mturk.com/workers/A2VNNR2IWI8TKL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2VNSNAN1LZBAM","https://gamma-requester.mturk.com/workers/A2VNSNAN1LZBAM","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2VO0CD0Z21DE4","https://gamma-requester.mturk.com/workers/A2VO0CD0Z21DE4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VO8C41JJIQY9","https://gamma-requester.mturk.com/workers/A2VO8C41JJIQY9","5","5","100.00%","1","1","100.00%","1","1","100.00%","1","","","","","","","","","","","","1","","","","100","","","","1","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2VP0TNWIJVKA8","https://gamma-requester.mturk.com/workers/A2VP0TNWIJVKA8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2VPCWI6X1QCDF","https://gamma-requester.mturk.com/workers/A2VPCWI6X1QCDF","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2VPW36ZRA24FV","https://gamma-requester.mturk.com/workers/A2VPW36ZRA24FV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VR9O234UCT9T","https://gamma-requester.mturk.com/workers/A2VR9O234UCT9T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VSC1O70OUB7F","https://gamma-requester.mturk.com/workers/A2VSC1O70OUB7F","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A2VTUR86NML1F8","https://gamma-requester.mturk.com/workers/A2VTUR86NML1F8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2VUGPK6EL1HD2","https://gamma-requester.mturk.com/workers/A2VUGPK6EL1HD2","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VV5VCLEUSS84","https://gamma-requester.mturk.com/workers/A2VV5VCLEUSS84","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2VY5GKTXHLC8Q","https://gamma-requester.mturk.com/workers/A2VY5GKTXHLC8Q","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2VZBQLSFZC519","https://gamma-requester.mturk.com/workers/A2VZBQLSFZC519","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2W2UF6S3WG0KI","https://gamma-requester.mturk.com/workers/A2W2UF6S3WG0KI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2W5PAZJG6X8Q8","https://gamma-requester.mturk.com/workers/A2W5PAZJG6X8Q8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2W5X6R3FUZERZ","https://gamma-requester.mturk.com/workers/A2W5X6R3FUZERZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2W9K7MD8N7DAM","https://gamma-requester.mturk.com/workers/A2W9K7MD8N7DAM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WBGRTWOXDE6M","https://gamma-requester.mturk.com/workers/A2WBGRTWOXDE6M","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2WBSO2752S63O","https://gamma-requester.mturk.com/workers/A2WBSO2752S63O","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2WDF40FA670T9","https://gamma-requester.mturk.com/workers/A2WDF40FA670T9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WHAIUPGYCFN6","https://gamma-requester.mturk.com/workers/A2WHAIUPGYCFN6","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WJ1KQW2UBTG6","https://gamma-requester.mturk.com/workers/A2WJ1KQW2UBTG6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WJMGV0HKQG3Z","https://gamma-requester.mturk.com/workers/A2WJMGV0HKQG3Z","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WNTI69VVVWMZ","https://gamma-requester.mturk.com/workers/A2WNTI69VVVWMZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2WQCDJND6160I","https://gamma-requester.mturk.com/workers/A2WQCDJND6160I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WSNXVA7LQYSG","https://gamma-requester.mturk.com/workers/A2WSNXVA7LQYSG","2","2","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WTSIFVDRSB2H","https://gamma-requester.mturk.com/workers/A2WTSIFVDRSB2H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2WU2VYT4U5DZJ","https://gamma-requester.mturk.com/workers/A2WU2VYT4U5DZJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2WUXZOY4CRF5R","https://gamma-requester.mturk.com/workers/A2WUXZOY4CRF5R","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2WWYVKGZZXBOB","https://gamma-requester.mturk.com/workers/A2WWYVKGZZXBOB","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2X3FSFHV5GHJU","https://gamma-requester.mturk.com/workers/A2X3FSFHV5GHJU","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2X6JK36FJ3G3E","https://gamma-requester.mturk.com/workers/A2X6JK36FJ3G3E","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2X860JPC26MD","https://gamma-requester.mturk.com/workers/A2X860JPC26MD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2X9SUTXY9RLWC","https://gamma-requester.mturk.com/workers/A2X9SUTXY9RLWC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XB75IN5BADG5","https://gamma-requester.mturk.com/workers/A2XB75IN5BADG5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XDWB9NVYI3LQ","https://gamma-requester.mturk.com/workers/A2XDWB9NVYI3LQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2XEIS6RR73HA9","https://gamma-requester.mturk.com/workers/A2XEIS6RR73HA9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XFO0X6RCS98M","https://gamma-requester.mturk.com/workers/A2XFO0X6RCS98M","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XHTI5J87OA9F","https://gamma-requester.mturk.com/workers/A2XHTI5J87OA9F","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2XIE83LXWTJUE","https://gamma-requester.mturk.com/workers/A2XIE83LXWTJUE","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XK59FYAFO9EX","https://gamma-requester.mturk.com/workers/A2XK59FYAFO9EX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2XLIB5Y2QSM8P","https://gamma-requester.mturk.com/workers/A2XLIB5Y2QSM8P","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XMPKGRSG8E4F","https://gamma-requester.mturk.com/workers/A2XMPKGRSG8E4F","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2XNP4ZX3LB0W2","https://gamma-requester.mturk.com/workers/A2XNP4ZX3LB0W2","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2XNU8H7BXU1YX","https://gamma-requester.mturk.com/workers/A2XNU8H7BXU1YX","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2XO6MRD12CD52","https://gamma-requester.mturk.com/workers/A2XO6MRD12CD52","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2XS49LRNX8PD4","https://gamma-requester.mturk.com/workers/A2XS49LRNX8PD4","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2XSGALF8O9ISQ","https://gamma-requester.mturk.com/workers/A2XSGALF8O9ISQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2Y5IX1TVDKA61","https://gamma-requester.mturk.com/workers/A2Y5IX1TVDKA61","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2Y67E6RYXCPWC","https://gamma-requester.mturk.com/workers/A2Y67E6RYXCPWC","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Y69684WT44XU","https://gamma-requester.mturk.com/workers/A2Y69684WT44XU","3","3","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Y7N2C5G3TCR8","https://gamma-requester.mturk.com/workers/A2Y7N2C5G3TCR8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2YC6PEMIRSOAA","https://gamma-requester.mturk.com/workers/A2YC6PEMIRSOAA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","100","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YEV7PXJ7IFTL","https://gamma-requester.mturk.com/workers/A2YEV7PXJ7IFTL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2YGOORS5N9RW8","https://gamma-requester.mturk.com/workers/A2YGOORS5N9RW8","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2YGZ409IST28","https://gamma-requester.mturk.com/workers/A2YGZ409IST28","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A2YIOEOXTOWKMK","https://gamma-requester.mturk.com/workers/A2YIOEOXTOWKMK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YK6945O0SP8N","https://gamma-requester.mturk.com/workers/A2YK6945O0SP8N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2YM1IAXKAGPNL","https://gamma-requester.mturk.com/workers/A2YM1IAXKAGPNL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2YMX1Y6FVYNRS","https://gamma-requester.mturk.com/workers/A2YMX1Y6FVYNRS","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2YP60DM1HYTH8","https://gamma-requester.mturk.com/workers/A2YP60DM1HYTH8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2YQTWKFMQ9QQ2","https://gamma-requester.mturk.com/workers/A2YQTWKFMQ9QQ2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2YR29YNFLZSUG","https://gamma-requester.mturk.com/workers/A2YR29YNFLZSUG","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2YR632UAUWTDL","https://gamma-requester.mturk.com/workers/A2YR632UAUWTDL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2YVC1U50H2B4R","https://gamma-requester.mturk.com/workers/A2YVC1U50H2B4R","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A2YVQKJX3FO6P","https://gamma-requester.mturk.com/workers/A2YVQKJX3FO6P","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A2Z03W0OORZLU8","https://gamma-requester.mturk.com/workers/A2Z03W0OORZLU8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A2Z2WC3DJQ38RH","https://gamma-requester.mturk.com/workers/A2Z2WC3DJQ38RH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A2Z5949NQQNP2A","https://gamma-requester.mturk.com/workers/A2Z5949NQQNP2A","3","3","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A2Z9PNETGAD9MS","https://gamma-requester.mturk.com/workers/A2Z9PNETGAD9MS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZDIE0QWLF4WI","https://gamma-requester.mturk.com/workers/A2ZDIE0QWLF4WI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZDIE1PGK7088","https://gamma-requester.mturk.com/workers/A2ZDIE1PGK7088","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZF1ZFTTQ619A","https://gamma-requester.mturk.com/workers/A2ZF1ZFTTQ619A","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2ZHWGGGH028UZ","https://gamma-requester.mturk.com/workers/A2ZHWGGGH028UZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZPSPA0R8KSL8","https://gamma-requester.mturk.com/workers/A2ZPSPA0R8KSL8","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A2ZQ6YD20GIL5L","https://gamma-requester.mturk.com/workers/A2ZQ6YD20GIL5L","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","1","","1","","","","","","Never Blocked","",""
"A2ZVNN5418E46A","https://gamma-requester.mturk.com/workers/A2ZVNN5418E46A","1","1","100.00%","1","1","100.00%","0","0","0.00%","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A2ZX7580NVWA6I","https://gamma-requester.mturk.com/workers/A2ZX7580NVWA6I","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A300G3PGI0NAO9","https://gamma-requester.mturk.com/workers/A300G3PGI0NAO9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A304UJAE051J89","https://gamma-requester.mturk.com/workers/A304UJAE051J89","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A306SRE7WZDAZS","https://gamma-requester.mturk.com/workers/A306SRE7WZDAZS","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","Never Blocked","",""
"A309E9ZYRIL8X2","https://gamma-requester.mturk.com/workers/A309E9ZYRIL8X2","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30BQ091J0HL4D","https://gamma-requester.mturk.com/workers/A30BQ091J0HL4D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30C7BD86P06O6","https://gamma-requester.mturk.com/workers/A30C7BD86P06O6","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","Never Blocked","",""
"A30CVB0SLB9OLN","https://gamma-requester.mturk.com/workers/A30CVB0SLB9OLN","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30FRPL9798W4Q","https://gamma-requester.mturk.com/workers/A30FRPL9798W4Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30G113XRQO3VL","https://gamma-requester.mturk.com/workers/A30G113XRQO3VL","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","1","","","","","","Never Blocked","",""
"A30HUZHJBOX1LK","https://gamma-requester.mturk.com/workers/A30HUZHJBOX1LK","4","4","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","1","","1","","1","","","","","","Never Blocked","",""
"A30I2Y2HAAR3WM","https://gamma-requester.mturk.com/workers/A30I2Y2HAAR3WM","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30KYNLCW7HHPO","https://gamma-requester.mturk.com/workers/A30KYNLCW7HHPO","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A30KYQGABO7JER","https://gamma-requester.mturk.com/workers/A30KYQGABO7JER","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30MACY2H1OFFY","https://gamma-requester.mturk.com/workers/A30MACY2H1OFFY","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30MP4LXV4MIFD","https://gamma-requester.mturk.com/workers/A30MP4LXV4MIFD","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","1","","Never Blocked","",""
"A30NGIKN7761QK","https://gamma-requester.mturk.com/workers/A30NGIKN7761QK","2","2","100.00%","0","0","0.00%","0","0","0.00%","1","","","","","","","","","","","","","","","","100","","","","","","","","0","","0","","","","","","","","","","","","Never Blocked","",""
"A30NTW5IK039YX","https://gamma-requester.mturk.com/workers/A30NTW5IK039YX","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
"A30O3RGJZZSMOE","https://gamma-requester.mturk.com/workers/A30O3RGJZZSMOE","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","Never Blocked","",""
