,req1,req2,req3
GOLDEN_PHEASANT_3.jpg,0,2,129
GOLDEN_PHEASANT_4.jpg,0,71,18
GOLDEN_PHEASANT_5.jpg,0,4,34
GOLDEN_PIPIT_1.jpg,0,42,56
GOLDEN_PIPIT_2.jpg,2,15,71
GOLDEN_PIPIT_3.jpg,0,80,92
GOLDEN_PIPIT_4.jpg,9,94,52
GOLDEN_PIPIT_5.jpg,0,29,44
GOLD_WING_WARBLER_1.jpg,0,0,35
GOLD_WING_WARBLER_2.jpg,0,5,203
GOLD_WING_WARBLER_3.jpg,0,9,191
GOLD_WING_WARBLER_4.jpg,0,6,95
GOLD_WING_WARBLER_5.jpg,0,0,122
GOULDIAN_FINCH_1.jpg,2,20,210
GOULDIAN_FINCH_2.jpg,1,30,30
GOULDIAN_FINCH_3.jpg,0,53,101
GOULDIAN_FINCH_4.jpg,1,68,56
GOULDIAN_FINCH_5.jpg,0,91,157
GO_AWAY_BIRD_1.jpg,0,1,22
GO_AWAY_BIRD_2.jpg,0,13,2
GO_AWAY_BIRD_3.jpg,0,26,167
GO_AWAY_BIRD_4.jpg,0,11,295
GO_AWAY_BIRD_5.jpg,0,34,122
GRANDALA_1.jpg,0,87,189
GRANDALA_2.jpg,3,39,27
GRANDALA_3.jpg,0,120,282
GRANDALA_4.jpg,0,48,144
GRANDALA_5.jpg,1,65,306
GRAY_CATBIRD_1.jpg,0,41,28
GRAY_CATBIRD_2.jpg,0,44,77
GRAY_CATBIRD_3.jpg,0,16,18
GRAY_CATBIRD_4.jpg,1,41,113
GRAY_CATBIRD_5.jpg,0,46,118
GRAY_KINGBIRD_1.jpg,0,25,29
GRAY_KINGBIRD_2.jpg,0,7,169
GRAY_KINGBIRD_3.jpg,0,40,67
GRAY_KINGBIRD_4.jpg,0,27,408
GRAY_KINGBIRD_5.jpg,0,19,432
GRAY_PARTRIDGE_1.jpg,0,48,0
GRAY_PARTRIDGE_2.jpg,4,11,1
GRAY_PARTRIDGE_3.jpg,0,43,5
GRAY_PARTRIDGE_4.jpg,31,5,0
GRAY_PARTRIDGE_5.jpg,0,62,2
GREATER_PEWEE_1.jpg,0,23,23
GREATER_PEWEE_2.jpg,0,32,159
GREATER_PEWEE_3.jpg,0,6,54
GREATER_PEWEE_4.jpg,0,118,216
GREATER_PEWEE_5.jpg,1,6,20
GREATOR_SAGE_GROUSE_1.jpg,0,28,14
GREATOR_SAGE_GROUSE_2.jpg,0,3,0
GREATOR_SAGE_GROUSE_3.jpg,0,1,7
GREATOR_SAGE_GROUSE_4.jpg,0,0,4
GREATOR_SAGE_GROUSE_5.jpg,0,39,18
GREAT_GRAY_OWL_1.jpg,0,3,0
GREAT_GRAY_OWL_2.jpg,0,3,0
GREAT_GRAY_OWL_3.jpg,0,1,0
GREAT_GRAY_OWL_4.jpg,0,1,0
GREAT_GRAY_OWL_5.jpg,0,1,0
GREAT_JACAMAR_1.jpg,5,6,102
GREAT_JACAMAR_2.jpg,0,5,58
GREAT_JACAMAR_3.jpg,0,2,75
GREAT_JACAMAR_4.jpg,27,7,31
GREAT_JACAMAR_5.jpg,0,4,48
GREAT_KISKADEE_1.jpg,0,16,66
GREAT_KISKADEE_2.jpg,1,21,63
GREAT_KISKADEE_3.jpg,1,24,151
GREAT_KISKADEE_4.jpg,0,0,282
GREAT_KISKADEE_5.jpg,3,45,29
GREAT_POTOO_1.jpg,0,0,1
GREAT_POTOO_2.jpg,0,1,0
GREAT_POTOO_3.jpg,0,10,0
GREAT_POTOO_4.jpg,0,9,0
GREAT_POTOO_5.jpg,1,0,1
GREAT_TINAMOU_1.jpg,1,0,0
GREAT_TINAMOU_2.jpg,0,8,0
GREAT_TINAMOU_3.jpg,1,2,0
GREAT_TINAMOU_4.jpg,0,16,7
GREAT_TINAMOU_5.jpg,0,8,1
GREAT_XENOPS_1.jpg,1,67,61
GREAT_XENOPS_2.jpg,0,17,15
GREAT_XENOPS_3.jpg,4,31,39
GREAT_XENOPS_4.jpg,0,10,2
GREAT_XENOPS_5.jpg,0,16,91
GREEN_BROADBILL_1.jpg,16,42,172
GREEN_BROADBILL_2.jpg,1,58,102
GREEN_BROADBILL_3.jpg,152,5,0
GREEN_BROADBILL_4.jpg,27,78,152
GREEN_BROADBILL_5.jpg,17,30,207
GREEN_JAY_1.jpg,0,14,118
GREEN_JAY_2.jpg,7,59,166
GREEN_JAY_3.jpg,0,49,47
GREEN_JAY_4.jpg,7,67,147
GREEN_JAY_5.jpg,19,27,88
GREEN_MAGPIE_1.jpg,0,79,35
GREEN_MAGPIE_2.jpg,3,3,95
GREEN_MAGPIE_3.jpg,7,22,130
GREEN_MAGPIE_4.jpg,0,81,106
GREEN_MAGPIE_5.jpg,6,39,106
GREY_CUCKOOSHRIKE_1.jpg,0,16,144
GREY_CUCKOOSHRIKE_2.jpg,0,1,160
GREY_CUCKOOSHRIKE_3.jpg,0,16,210
GREY_CUCKOOSHRIKE_4.jpg,0,24,1
GREY_CUCKOOSHRIKE_5.jpg,0,5,16
GREY_PLOVER_1.jpg,0,180,191
GREY_PLOVER_2.jpg,0,34,2
GREY_PLOVER_3.jpg,0,21,2
GREY_PLOVER_4.jpg,0,101,37
GREY_PLOVER_5.jpg,0,73,19
GROVED_BILLED_ANI_1.jpg,2,18,9
GROVED_BILLED_ANI_2.jpg,0,17,23
GROVED_BILLED_ANI_3.jpg,0,11,29
GROVED_BILLED_ANI_4.jpg,3,8,260
GROVED_BILLED_ANI_5.jpg,2,0,30
GUINEAFOWL_1.jpg,0,10,1
GUINEAFOWL_2.jpg,0,16,89
GUINEAFOWL_3.jpg,2,44,1
GUINEAFOWL_4.jpg,1,3,0
GUINEAFOWL_5.jpg,0,11,3
GUINEA_TURACO_1.jpg,0,6,180
GUINEA_TURACO_2.jpg,0,0,48
GUINEA_TURACO_3.jpg,41,2,204
GUINEA_TURACO_4.jpg,3,10,93
GUINEA_TURACO_5.jpg,26,4,278
GURNEYS_PITTA_1.jpg,0,24,16
GURNEYS_PITTA_2.jpg,0,27,46
GURNEYS_PITTA_3.jpg,0,63,147
GURNEYS_PITTA_4.jpg,0,12,8
GURNEYS_PITTA_5.jpg,0,47,13
GYRFALCON_1.jpg,0,144,8
GYRFALCON_2.jpg,0,25,25
GYRFALCON_3.jpg,0,75,23
GYRFALCON_4.jpg,0,115,39
GYRFALCON_5.jpg,0,49,63
HAMERKOP_1.jpg,0,16,1
HAMERKOP_2.jpg,0,37,7
HAMERKOP_3.jpg,0,0,13
HAMERKOP_4.jpg,0,48,21
HAMERKOP_5.jpg,0,3,27
HARLEQUIN_DUCK_1.jpg,0,30,294
HARLEQUIN_DUCK_2.jpg,0,70,90
HARLEQUIN_DUCK_3.jpg,0,95,266
HARLEQUIN_DUCK_4.jpg,0,108,125
HARLEQUIN_DUCK_5.jpg,0,126,238
HARLEQUIN_QUAIL_1.jpg,0,27,20
HARLEQUIN_QUAIL_2.jpg,0,46,10
HARLEQUIN_QUAIL_3.jpg,0,13,9
HARLEQUIN_QUAIL_4.jpg,0,16,27
HARLEQUIN_QUAIL_5.jpg,0,13,3
HARPY_EAGLE_1.jpg,0,1,0
HARPY_EAGLE_2.jpg,0,1,2
HARPY_EAGLE_3.jpg,0,1,7
HARPY_EAGLE_4.jpg,0,3,0
HARPY_EAGLE_5.jpg,0,1,0
HAWAIIAN_GOOSE_1.jpg,0,64,5
HAWAIIAN_GOOSE_2.jpg,0,73,76
HAWAIIAN_GOOSE_3.jpg,0,32,24
HAWAIIAN_GOOSE_4.jpg,63,35,59
HAWAIIAN_GOOSE_5.jpg,0,57,4
HAWFINCH_1.jpg,0,44,107
HAWFINCH_2.jpg,0,45,255
HAWFINCH_3.jpg,16,28,179
HAWFINCH_4.jpg,0,35,28
HAWFINCH_5.jpg,3,33,164
HELMET_VANGA_1.jpg,3,43,184
HELMET_VANGA_2.jpg,15,27,10
HELMET_VANGA_3.jpg,0,20,164
HELMET_VANGA_4.jpg,0,1,122
HELMET_VANGA_5.jpg,0,0,60
HEPATIC_TANAGER_1.jpg,0,36,59
HEPATIC_TANAGER_2.jpg,0,26,129
HEPATIC_TANAGER_3.jpg,0,39,19
HEPATIC_TANAGER_4.jpg,0,27,38
HEPATIC_TANAGER_5.jpg,1,32,31
HIMALAYAN_BLUETAIL_1.jpg,0,55,185
HIMALAYAN_BLUETAIL_2.jpg,0,22,29
HIMALAYAN_BLUETAIL_3.jpg,0,8,121
HIMALAYAN_BLUETAIL_4.jpg,3,5,118
HIMALAYAN_BLUETAIL_5.jpg,0,15,35
HIMALAYAN_MONAL_1.jpg,0,10,39
HIMALAYAN_MONAL_2.jpg,0,109,286
HIMALAYAN_MONAL_3.jpg,0,4,66
HIMALAYAN_MONAL_4.jpg,0,16,59
HIMALAYAN_MONAL_5.jpg,0,61,152
HOATZIN_1.jpg,0,0,14
HOATZIN_2.jpg,0,11,37
HOATZIN_3.jpg,0,2,77
HOATZIN_4.jpg,0,8,18
HOATZIN_5.jpg,0,18,28
HOODED_MERGANSER_1.jpg,1,0,7
HOODED_MERGANSER_2.jpg,0,0,25
HOODED_MERGANSER_3.jpg,0,1,33
HOODED_MERGANSER_4.jpg,0,0,74
HOODED_MERGANSER_5.jpg,0,5,27
HOOPOES_1.jpg,0,1,48
HOOPOES_2.jpg,0,48,72
HOOPOES_3.jpg,0,7,59
HOOPOES_4.jpg,0,4,23
HOOPOES_5.jpg,1,3,25
HORNED_GUAN_1.jpg,0,14,91
HORNED_GUAN_2.jpg,0,1,54
HORNED_GUAN_3.jpg,0,0,31
HORNED_GUAN_4.jpg,0,20,13
HORNED_GUAN_5.jpg,27,2,107
HORNED_LARK_1.jpg,0,25,45
HORNED_LARK_2.jpg,0,38,9
HORNED_LARK_3.jpg,0,22,7
HORNED_LARK_4.jpg,0,23,175
HORNED_LARK_5.jpg,0,43,331
HORNED_SUNGEM_1.jpg,1,12,126
HORNED_SUNGEM_2.jpg,1,4,158
HORNED_SUNGEM_3.jpg,3,5,74
HORNED_SUNGEM_4.jpg,1,7,190
HORNED_SUNGEM_5.jpg,7,4,149
HOUSE_FINCH_1.jpg,0,24,106
HOUSE_FINCH_2.jpg,0,49,57
HOUSE_FINCH_3.jpg,0,70,63
HOUSE_FINCH_4.jpg,0,12,4
HOUSE_FINCH_5.jpg,15,12,48
HOUSE_SPARROW_1.jpg,5,1,101
HOUSE_SPARROW_2.jpg,0,12,79
HOUSE_SPARROW_3.jpg,0,19,160
HOUSE_SPARROW_4.jpg,0,19,52
HOUSE_SPARROW_5.jpg,0,13,83
HYACINTH_MACAW_1.jpg,1,9,73
HYACINTH_MACAW_2.jpg,0,48,75
HYACINTH_MACAW_3.jpg,0,17,22
HYACINTH_MACAW_4.jpg,0,27,31
HYACINTH_MACAW_5.jpg,0,22,36
IBERIAN_MAGPIE_1.jpg,0,38,340
IBERIAN_MAGPIE_2.jpg,0,14,396
IBERIAN_MAGPIE_3.jpg,0,47,161
IBERIAN_MAGPIE_4.jpg,0,30,178
IBERIAN_MAGPIE_5.jpg,0,54,21
IBISBILL_1.jpg,0,105,25
IBISBILL_2.jpg,0,23,26
IBISBILL_3.jpg,0,3,3
IBISBILL_4.jpg,0,13,4
IBISBILL_5.jpg,0,98,27
IMPERIAL_SHAQ_1.jpg,0,1,369
IMPERIAL_SHAQ_2.jpg,0,2,54
IMPERIAL_SHAQ_3.jpg,0,4,152
IMPERIAL_SHAQ_4.jpg,0,0,51
IMPERIAL_SHAQ_5.jpg,0,2,31
INCA_TERN_1.jpg,0,54,37
INCA_TERN_2.jpg,0,1,5
INCA_TERN_3.jpg,0,82,40
INCA_TERN_4.jpg,0,206,93
INCA_TERN_5.jpg,0,0,20
INDIAN_BUSTARD_1.jpg,0,26,21
INDIAN_BUSTARD_2.jpg,19,9,10
INDIAN_BUSTARD_3.jpg,0,3,7
INDIAN_BUSTARD_4.jpg,0,55,23
INDIAN_BUSTARD_5.jpg,0,1,9
INDIAN_PITTA_1.jpg,2,88,76
INDIAN_PITTA_2.jpg,14,132,172
INDIAN_PITTA_3.jpg,3,56,103
INDIAN_PITTA_4.jpg,0,54,82
INDIAN_PITTA_5.jpg,0,67,105
INDIAN_ROLLER_1.jpg,0,60,89
INDIAN_ROLLER_2.jpg,0,24,125
INDIAN_ROLLER_3.jpg,0,15,91
INDIAN_ROLLER_4.jpg,0,12,34
INDIAN_ROLLER_5.jpg,0,0,86
INDIAN_VULTURE_1.jpg,0,5,10
INDIAN_VULTURE_2.jpg,0,15,3
INDIAN_VULTURE_3.jpg,0,36,54
INDIAN_VULTURE_4.jpg,0,49,13
INDIAN_VULTURE_5.jpg,0,6,3
INDIGO_BUNTING_1.jpg,0,168,146
INDIGO_BUNTING_2.jpg,1,63,125
INDIGO_BUNTING_3.jpg,0,55,24
INDIGO_BUNTING_4.jpg,1,59,40
INDIGO_BUNTING_5.jpg,0,89,295
INDIGO_FLYCATCHER_1.jpg,0,12,164
INDIGO_FLYCATCHER_2.jpg,0,7,82
INDIGO_FLYCATCHER_3.jpg,0,4,14
INDIGO_FLYCATCHER_4.jpg,0,44,30
INDIGO_FLYCATCHER_5.jpg,0,13,34
INLAND_DOTTEREL_1.jpg,0,62,46
INLAND_DOTTEREL_2.jpg,0,56,43
INLAND_DOTTEREL_3.jpg,0,22,56
INLAND_DOTTEREL_4.jpg,0,164,67
INLAND_DOTTEREL_5.jpg,0,76,46
IVORY_BILLED_ARACARI_1.jpg,0,2,9
IVORY_BILLED_ARACARI_2.jpg,0,0,93
IVORY_BILLED_ARACARI_3.jpg,0,0,82
IVORY_BILLED_ARACARI_4.jpg,0,4,53
IVORY_BILLED_ARACARI_5.jpg,1,8,187
IVORY_GULL_1.jpg,0,143,65
IVORY_GULL_2.jpg,0,4,23
IVORY_GULL_3.jpg,0,219,26
IVORY_GULL_4.jpg,0,10,0
IVORY_GULL_5.jpg,0,110,11
IWI_1.jpg,0,9,196
IWI_2.jpg,0,40,61
IWI_3.jpg,0,5,17
IWI_4.jpg,0,58,44
IWI_5.jpg,0,35,78
JABIRU_1.jpg,2,0,30
JABIRU_2.jpg,0,2,6
JABIRU_3.jpg,0,4,8
JABIRU_4.jpg,37,8,87
JABIRU_5.jpg,0,22,29
JACK_SNIPE_1.jpg,0,20,4
JACK_SNIPE_2.jpg,0,57,31
JACK_SNIPE_3.jpg,0,0,0
JACK_SNIPE_4.jpg,0,11,2
JACK_SNIPE_5.jpg,0,46,1
JANDAYA_PARAKEET_1.jpg,0,32,35
JANDAYA_PARAKEET_2.jpg,2,14,42
JANDAYA_PARAKEET_3.jpg,0,82,93
JANDAYA_PARAKEET_4.jpg,0,16,29
JANDAYA_PARAKEET_5.jpg,7,2,20
JAPANESE_ROBIN_1.jpg,2,55,140
JAPANESE_ROBIN_2.jpg,0,28,36
JAPANESE_ROBIN_3.jpg,0,13,7
JAPANESE_ROBIN_4.jpg,14,59,110
JAPANESE_ROBIN_5.jpg,0,52,173
JAVA_SPARROW_1.jpg,0,50,89
JAVA_SPARROW_2.jpg,0,76,214
JAVA_SPARROW_3.jpg,0,41,363
JAVA_SPARROW_4.jpg,0,21,235
JAVA_SPARROW_5.jpg,2,73,277
JOCOTOCO_ANTPITTA_1.jpg,0,21,26
JOCOTOCO_ANTPITTA_2.jpg,0,13,10
JOCOTOCO_ANTPITTA_3.jpg,0,30,29
JOCOTOCO_ANTPITTA_4.jpg,0,31,7
JOCOTOCO_ANTPITTA_5.jpg,1,10,18
KAGU_1.jpg,0,93,8
KAGU_2.jpg,0,7,38
KAGU_3.jpg,43,7,18
KAGU_4.jpg,0,9,6
KAGU_5.jpg,57,3,124
KAKAPO_1.jpg,7,0,4
KAKAPO_2.jpg,10,0,1
KAKAPO_3.jpg,0,3,0
KAKAPO_4.jpg,4,0,3
KAKAPO_5.jpg,6,1,1
KILLDEAR_1.jpg,0,9,44
KILLDEAR_2.jpg,65,8,27
KILLDEAR_3.jpg,0,36,8
KILLDEAR_4.jpg,0,15,21
KILLDEAR_5.jpg,0,73,26
KING_EIDER_1.jpg,0,1,276
KING_EIDER_2.jpg,0,14,40
KING_EIDER_3.jpg,0,6,12
KING_EIDER_4.jpg,0,6,7
KING_EIDER_5.jpg,0,3,38
KING_VULTURE_1.jpg,0,3,19
KING_VULTURE_2.jpg,0,0,3
KING_VULTURE_3.jpg,0,35,113
KING_VULTURE_4.jpg,4,31,39
KING_VULTURE_5.jpg,0,3,4
KIWI_1.jpg,0,2,0
KIWI_2.jpg,11,1,0
KIWI_3.jpg,0,2,0
KIWI_4.jpg,0,0,0
KIWI_5.jpg,0,1,0
KOOKABURRA_1.jpg,0,23,39
KOOKABURRA_2.jpg,0,32,58
KOOKABURRA_3.jpg,0,27,25
KOOKABURRA_4.jpg,0,17,45
KOOKABURRA_5.jpg,0,24,33
LARK_BUNTING_1.jpg,0,97,152
LARK_BUNTING_2.jpg,0,181,103
LARK_BUNTING_3.jpg,0,26,158
LARK_BUNTING_4.jpg,0,19,21
LARK_BUNTING_5.jpg,0,48,45
LAZULI_BUNTING_1.jpg,0,5,80
LAZULI_BUNTING_2.jpg,0,17,137
LAZULI_BUNTING_3.jpg,0,2,17
LAZULI_BUNTING_4.jpg,0,28,126
LAZULI_BUNTING_5.jpg,2,68,99
LESSER_ADJUTANT_1.jpg,1,3,6
LESSER_ADJUTANT_2.jpg,0,8,11
LESSER_ADJUTANT_3.jpg,0,5,19
LESSER_ADJUTANT_4.jpg,115,1,11
LESSER_ADJUTANT_5.jpg,92,38,74
LILAC_ROLLER_1.jpg,0,24,188
LILAC_ROLLER_2.jpg,2,49,421
LILAC_ROLLER_3.jpg,0,9,244
LILAC_ROLLER_4.jpg,2,1,272
LILAC_ROLLER_5.jpg,0,40,81
LITTLE_AUK_1.jpg,0,103,48
LITTLE_AUK_2.jpg,0,7,22
LITTLE_AUK_3.jpg,0,90,12
LITTLE_AUK_4.jpg,0,43,35
LITTLE_AUK_5.jpg,0,157,95
LOGGERHEAD_SHRIKE_1.jpg,0,29,124
LOGGERHEAD_SHRIKE_2.jpg,0,42,84
LOGGERHEAD_SHRIKE_3.jpg,0,36,133
LOGGERHEAD_SHRIKE_4.jpg,0,78,78
LOGGERHEAD_SHRIKE_5.jpg,0,0,87
LONG-EARED_OWL_1.jpg,0,3,0
LONG-EARED_OWL_2.jpg,0,38,7
LONG-EARED_OWL_3.jpg,0,5,1
LONG-EARED_OWL_4.jpg,0,22,5
LONG-EARED_OWL_5.jpg,0,1,3
MAGPIE_GOOSE_1.jpg,0,5,74
MAGPIE_GOOSE_2.jpg,0,27,27
MAGPIE_GOOSE_3.jpg,0,10,3
MAGPIE_GOOSE_4.jpg,10,24,11
MAGPIE_GOOSE_5.jpg,93,5,12
MALABAR_HORNBILL_1.jpg,0,19,23
MALABAR_HORNBILL_2.jpg,3,3,111
MALABAR_HORNBILL_3.jpg,0,6,20
MALABAR_HORNBILL_4.jpg,0,16,30
MALABAR_HORNBILL_5.jpg,18,8,49
MALACHITE_KINGFISHER_1.jpg,0,31,379
MALACHITE_KINGFISHER_2.jpg,0,7,554
MALACHITE_KINGFISHER_3.jpg,0,37,408
MALACHITE_KINGFISHER_4.jpg,0,1,398
MALACHITE_KINGFISHER_5.jpg,0,0,78
MALAGASY_WHITE_EYE_1.jpg,23,47,190
MALAGASY_WHITE_EYE_2.jpg,26,66,134
MALAGASY_WHITE_EYE_3.jpg,13,20,108
MALAGASY_WHITE_EYE_4.jpg,7,21,133
MALAGASY_WHITE_EYE_5.jpg,0,13,176
MALEO_1.jpg,0,52,23
MALEO_2.jpg,0,1,18
MALEO_3.jpg,0,2,5
MALEO_4.jpg,0,0,16
MALEO_5.jpg,0,0,12
MALLARD_DUCK_1.jpg,0,24,14
MALLARD_DUCK_2.jpg,5,17,16
MALLARD_DUCK_3.jpg,2,21,98
MALLARD_DUCK_4.jpg,0,28,33
MALLARD_DUCK_5.jpg,0,46,10
MANDRIN_DUCK_1.jpg,0,31,56
MANDRIN_DUCK_2.jpg,0,1,139
MANDRIN_DUCK_3.jpg,0,47,27
MANDRIN_DUCK_4.jpg,0,3,69
MANDRIN_DUCK_5.jpg,0,38,20
MANGROVE_CUCKOO_1.jpg,6,20,67
MANGROVE_CUCKOO_2.jpg,0,16,19
MANGROVE_CUCKOO_3.jpg,3,9,82
MANGROVE_CUCKOO_4.jpg,3,18,70
MANGROVE_CUCKOO_5.jpg,3,4,14
MARABOU_STORK_1.jpg,0,8,6
MARABOU_STORK_2.jpg,0,2,29
MARABOU_STORK_3.jpg,0,0,4
MARABOU_STORK_4.jpg,0,0,19
MARABOU_STORK_5.jpg,0,11,11
MASKED_BOOBY_1.jpg,25,27,57
MASKED_BOOBY_2.jpg,0,63,16
MASKED_BOOBY_3.jpg,0,8,16
MASKED_BOOBY_4.jpg,0,2,84
MASKED_BOOBY_5.jpg,0,5,80
MASKED_LAPWING_1.jpg,0,22,54
MASKED_LAPWING_2.jpg,1,5,22
MASKED_LAPWING_3.jpg,0,42,15
MASKED_LAPWING_4.jpg,0,25,32
MASKED_LAPWING_5.jpg,0,17,102
MCKAYS_BUNTING_1.jpg,0,100,106
MCKAYS_BUNTING_2.jpg,0,39,9
MCKAYS_BUNTING_3.jpg,0,139,11
MCKAYS_BUNTING_4.jpg,0,56,1
MCKAYS_BUNTING_5.jpg,0,8,26
MIKADO__PHEASANT_1.jpg,0,31,16
MIKADO__PHEASANT_2.jpg,0,34,13
MIKADO__PHEASANT_3.jpg,0,4,0
MIKADO__PHEASANT_4.jpg,0,66,44
MIKADO__PHEASANT_5.jpg,0,28,37
MOURNING_DOVE_1.jpg,1,8,198
MOURNING_DOVE_2.jpg,0,4,6
MOURNING_DOVE_3.jpg,0,11,82
MOURNING_DOVE_4.jpg,0,15,1
MOURNING_DOVE_5.jpg,0,32,59
MYNA_1.jpg,0,7,464
MYNA_2.jpg,0,31,91
MYNA_3.jpg,0,25,25
MYNA_4.jpg,25,53,141
MYNA_5.jpg,2,9,1
NICOBAR_PIGEON_1.jpg,44,17,17
NICOBAR_PIGEON_2.jpg,0,63,25
NICOBAR_PIGEON_3.jpg,7,17,47
NICOBAR_PIGEON_4.jpg,3,64,9
NICOBAR_PIGEON_5.jpg,0,4,7
NOISY_FRIARBIRD_1.jpg,0,9,238
NOISY_FRIARBIRD_2.jpg,0,19,70
NOISY_FRIARBIRD_3.jpg,0,25,52
NOISY_FRIARBIRD_4.jpg,0,1,81
NOISY_FRIARBIRD_5.jpg,0,9,162
NORTHERN_BEARDLESS_TYRANNULET_1.jpg,0,38,45
NORTHERN_BEARDLESS_TYRANNULET_2.jpg,0,56,92
NORTHERN_BEARDLESS_TYRANNULET_3.jpg,0,19,36
NORTHERN_BEARDLESS_TYRANNULET_4.jpg,0,45,92
NORTHERN_BEARDLESS_TYRANNULET_5.jpg,14,13,149
NORTHERN_CARDINAL_1.jpg,0,12,239
NORTHERN_CARDINAL_2.jpg,0,3,217
NORTHERN_CARDINAL_3.jpg,0,15,233
NORTHERN_CARDINAL_4.jpg,0,0,178
NORTHERN_CARDINAL_5.jpg,0,62,13
NORTHERN_FLICKER_1.jpg,0,35,3
NORTHERN_FLICKER_2.jpg,6,21,5
NORTHERN_FLICKER_3.jpg,0,31,16
NORTHERN_FLICKER_4.jpg,1,8,12
NORTHERN_FLICKER_5.jpg,0,29,15
NORTHERN_FULMAR_1.jpg,0,21,11
NORTHERN_FULMAR_2.jpg,0,48,11
NORTHERN_FULMAR_3.jpg,0,4,10
NORTHERN_FULMAR_4.jpg,0,18,0
NORTHERN_FULMAR_5.jpg,0,69,9
NORTHERN_GANNET_1.jpg,0,88,41
NORTHERN_GANNET_2.jpg,0,140,25
NORTHERN_GANNET_3.jpg,0,12,10
NORTHERN_GANNET_4.jpg,0,17,10
NORTHERN_GANNET_5.jpg,0,42,54
NORTHERN_GOSHAWK_1.jpg,0,9,26
NORTHERN_GOSHAWK_2.jpg,13,75,5
NORTHERN_GOSHAWK_3.jpg,0,27,37
NORTHERN_GOSHAWK_4.jpg,0,22,1
NORTHERN_GOSHAWK_5.jpg,0,11,13
NORTHERN_JACANA_1.jpg,0,13,15
NORTHERN_JACANA_2.jpg,48,36,56
NORTHERN_JACANA_3.jpg,87,18,12
NORTHERN_JACANA_4.jpg,0,30,12
NORTHERN_JACANA_5.jpg,0,0,29
NORTHERN_MOCKINGBIRD_1.jpg,0,51,150
NORTHERN_MOCKINGBIRD_2.jpg,0,32,262
NORTHERN_MOCKINGBIRD_3.jpg,0,34,202
NORTHERN_MOCKINGBIRD_4.jpg,32,34,231
NORTHERN_MOCKINGBIRD_5.jpg,0,57,68
NORTHERN_PARULA_1.jpg,0,20,217
NORTHERN_PARULA_2.jpg,1,0,59
NORTHERN_PARULA_3.jpg,0,12,200
NORTHERN_PARULA_4.jpg,0,15,90
NORTHERN_PARULA_5.jpg,0,12,147
NORTHERN_RED_BISHOP_1.jpg,0,24,82
NORTHERN_RED_BISHOP_2.jpg,0,7,87
NORTHERN_RED_BISHOP_3.jpg,0,28,102
NORTHERN_RED_BISHOP_4.jpg,0,31,105
NORTHERN_RED_BISHOP_5.jpg,0,19,68
NORTHERN_SHOVELER_1.jpg,0,38,126
NORTHERN_SHOVELER_2.jpg,0,7,296
NORTHERN_SHOVELER_3.jpg,0,11,26
NORTHERN_SHOVELER_4.jpg,0,13,8
NORTHERN_SHOVELER_5.jpg,0,3,8
OCELLATED_TURKEY_1.jpg,114,1,8
OCELLATED_TURKEY_2.jpg,0,0,1
OCELLATED_TURKEY_3.jpg,0,7,8
OCELLATED_TURKEY_4.jpg,0,4,9
OCELLATED_TURKEY_5.jpg,11,0,34
OKINAWA_RAIL_1.jpg,0,18,0
OKINAWA_RAIL_2.jpg,0,19,2
OKINAWA_RAIL_3.jpg,0,6,2
OKINAWA_RAIL_4.jpg,0,8,18
OKINAWA_RAIL_5.jpg,0,17,4
ORANGE_BRESTED_BUNTING_1.jpg,0,20,184
ORANGE_BRESTED_BUNTING_2.jpg,0,14,120
ORANGE_BRESTED_BUNTING_3.jpg,0,68,269
ORANGE_BRESTED_BUNTING_4.jpg,0,13,160
ORANGE_BRESTED_BUNTING_5.jpg,0,68,67
ORIENTAL_BAY_OWL_1.jpg,0,11,0
ORIENTAL_BAY_OWL_2.jpg,0,1,1
ORIENTAL_BAY_OWL_3.jpg,0,14,2
ORIENTAL_BAY_OWL_4.jpg,0,5,0
ORIENTAL_BAY_OWL_5.jpg,0,6,1
OSPREY_1.jpg,0,45,14
OSPREY_2.jpg,0,1,58
OSPREY_3.jpg,0,6,32
OSPREY_4.jpg,0,27,44
OSPREY_5.jpg,0,118,40
OSTRICH_1.jpg,0,0,1
OSTRICH_2.jpg,0,1,4
OSTRICH_3.jpg,0,3,3
OSTRICH_4.jpg,0,0,0
OSTRICH_5.jpg,3,0,0
OVENBIRD_1.jpg,0,2,1
OVENBIRD_2.jpg,0,7,3
OVENBIRD_3.jpg,0,14,14
OVENBIRD_4.jpg,0,21,7
OVENBIRD_5.jpg,76,71,88
OYSTER_CATCHER_1.jpg,0,2,14
OYSTER_CATCHER_2.jpg,0,43,39
OYSTER_CATCHER_3.jpg,0,25,8
OYSTER_CATCHER_4.jpg,0,75,25
OYSTER_CATCHER_5.jpg,0,4,10
PAINTED_BUNTING_1.jpg,0,48,45
PAINTED_BUNTING_2.jpg,0,41,64
PAINTED_BUNTING_3.jpg,0,74,103
PAINTED_BUNTING_4.jpg,0,43,77
PAINTED_BUNTING_5.jpg,0,61,41
PALILA_1.jpg,0,19,41
PALILA_2.jpg,1,29,54
PALILA_3.jpg,0,38,30
PALILA_4.jpg,6,22,24
PALILA_5.jpg,0,33,101
PARADISE_TANAGER_1.jpg,14,52,258
PARADISE_TANAGER_2.jpg,1,37,95
