,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-took part in a tapseq task,UPDATE-took part in a tapseq task,CURRENT-participated in the past,UPDATE-participated in the past,CURRENT-eligible for next step memory rep,UPDATE-eligible for next step memory rep,CURRENT-eligible for memory testing 1 week,UPDATE-eligible for memory testing 1 week,CURRENT-completed memory rep,UPDATE-completed memory rep,CURRENT-completed memory encoding 24h,UPDATE-completed memory encoding 24h,CURRENT-completed encoding successfully ,UPDATE-completed encoding successfully ,CURRENT-completed day5,UPDATE-completed day5,CURRENT-completed day4,UPDATE-completed day4,CURRENT-completed day3,UPDATE-completed day3,CURRENT-completed day2,UPDATE-completed day2,CURRENT-completed day1,UPDATE-completed day1,CURRENT-Completed My Experiment Already,UPDATE-Completed My Experiment Already,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason,demo_demo_accuracy,demo_arrow_correct,encoding_arrow_accuracy,testing_longest_response_strike,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId
1180,A30RAYNDOWQ61S,https://requester.mturk.com/workers/A30RAYNDOWQ61S,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1181,A30RTQC0LLY19K,https://requester.mturk.com/workers/A30RTQC0LLY19K,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1182,A30UE6DWFNUCWX,https://requester.mturk.com/workers/A30UE6DWFNUCWX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1183,A30W987G9S6F0G,https://requester.mturk.com/workers/A30W987G9S6F0G,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1184,A315ZG72CPNAHV,https://requester.mturk.com/workers/A315ZG72CPNAHV,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1185,A318M33K2896OL,https://requester.mturk.com/workers/A318M33K2896OL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1186,A3197EMDUFJOOQ,https://requester.mturk.com/workers/A3197EMDUFJOOQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1187,A319L0NR0HP2DM,https://requester.mturk.com/workers/A319L0NR0HP2DM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1188,A31BA1WLSWUSY1,https://requester.mturk.com/workers/A31BA1WLSWUSY1,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1189,A31FDAPJJ2EBGA,https://requester.mturk.com/workers/A31FDAPJJ2EBGA,2,2,100.00%,2,2,100.00%,0,0,0.00%,,,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1190,A31GWPIS3SMYS9,https://requester.mturk.com/workers/A31GWPIS3SMYS9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1191,A31KAJFV5FKH8C,https://requester.mturk.com/workers/A31KAJFV5FKH8C,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1192,A31KV6ETEFLOEM,https://requester.mturk.com/workers/A31KV6ETEFLOEM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1193,A31R560IXODLDC,https://requester.mturk.com/workers/A31R560IXODLDC,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1194,A31RBGPPYMAE7E,https://requester.mturk.com/workers/A31RBGPPYMAE7E,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1195,A31S3QJ7WM3ZY3,https://requester.mturk.com/workers/A31S3QJ7WM3ZY3,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1196,A31XUQFSE7CCZX,https://requester.mturk.com/workers/A31XUQFSE7CCZX,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1197,A31Z5TPD8QKE26,https://requester.mturk.com/workers/A31Z5TPD8QKE26,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1198,A320QA9HJFUOZO,https://requester.mturk.com/workers/A320QA9HJFUOZO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1199,A325BIJIG3AK1T,https://requester.mturk.com/workers/A325BIJIG3AK1T,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1200,A32664578BFZ29,https://requester.mturk.com/workers/A32664578BFZ29,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1201,A326O3VWP8TO8N,https://requester.mturk.com/workers/A326O3VWP8TO8N,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1202,A32ASWHLCI1CWD,https://requester.mturk.com/workers/A32ASWHLCI1CWD,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1203,A32BQNJMLMZYG0,https://requester.mturk.com/workers/A32BQNJMLMZYG0,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1204,A32CZA6NYBYTOM,https://requester.mturk.com/workers/A32CZA6NYBYTOM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1205,A32DJMN66A0SY7,https://requester.mturk.com/workers/A32DJMN66A0SY7,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1206,A32R4UKTOFJU2,https://requester.mturk.com/workers/A32R4UKTOFJU2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1207,A32TC55DUJW5N5,https://requester.mturk.com/workers/A32TC55DUJW5N5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1208,A32TG2LFDHYDHK,https://requester.mturk.com/workers/A32TG2LFDHYDHK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1209,A32UQVR725KLTX,https://requester.mturk.com/workers/A32UQVR725KLTX,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1210,A32Y8OYFAXK5IE,https://requester.mturk.com/workers/A32Y8OYFAXK5IE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1211,A32YYM8WVR8B7S,https://requester.mturk.com/workers/A32YYM8WVR8B7S,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1212,A337X6ZE9WIIU7,https://requester.mturk.com/workers/A337X6ZE9WIIU7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1213,A337Y4X67PY4QI,https://requester.mturk.com/workers/A337Y4X67PY4QI,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1214,A33ALNVI99FI7J,https://requester.mturk.com/workers/A33ALNVI99FI7J,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1215,A33B85TN97HQ33,https://requester.mturk.com/workers/A33B85TN97HQ33,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1216,A33B9RCIJ7DRGS,https://requester.mturk.com/workers/A33B9RCIJ7DRGS,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1217,A33BYDSAFW6PK,https://requester.mturk.com/workers/A33BYDSAFW6PK,1,0,0.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1218,A33D6XFZHIRXMM,https://requester.mturk.com/workers/A33D6XFZHIRXMM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1219,A33KCN8G4T3XVR,https://requester.mturk.com/workers/A33KCN8G4T3XVR,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1220,A33QMMCDIGGVAE,https://requester.mturk.com/workers/A33QMMCDIGGVAE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1221,A33RI08QRVG5Q0,https://requester.mturk.com/workers/A33RI08QRVG5Q0,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1222,A33S8LVRU8QEL,https://requester.mturk.com/workers/A33S8LVRU8QEL,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1223,A33SOJ186HWXUE,https://requester.mturk.com/workers/A33SOJ186HWXUE,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1224,A33ST4DW1A4PGK,https://requester.mturk.com/workers/A33ST4DW1A4PGK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1225,A33TDXKTR8BUV9,https://requester.mturk.com/workers/A33TDXKTR8BUV9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1226,A33U3GZXTFC4M4,https://requester.mturk.com/workers/A33U3GZXTFC4M4,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1227,A33VGSEJ44ORMF,https://requester.mturk.com/workers/A33VGSEJ44ORMF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1228,A340FMNO9WJG4J,https://requester.mturk.com/workers/A340FMNO9WJG4J,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1229,A344BXT88DM2ZH,https://requester.mturk.com/workers/A344BXT88DM2ZH,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1230,A34824Y7V4EX5E,https://requester.mturk.com/workers/A34824Y7V4EX5E,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1231,A348NEQKS6VNIB,https://requester.mturk.com/workers/A348NEQKS6VNIB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1232,A3492U749929KT,https://requester.mturk.com/workers/A3492U749929KT,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1233,A34AZLYRHH6JJA,https://requester.mturk.com/workers/A34AZLYRHH6JJA,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,1.0,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1234,A34BX72ZUITSW3,https://requester.mturk.com/workers/A34BX72ZUITSW3,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1235,A34CPKFZXBX1PO,https://requester.mturk.com/workers/A34CPKFZXBX1PO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1236,A34DXA8LYH22V6,https://requester.mturk.com/workers/A34DXA8LYH22V6,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1237,A34H7SANVXDBFA,https://requester.mturk.com/workers/A34H7SANVXDBFA,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1238,A34HTP15B4Q0A4,https://requester.mturk.com/workers/A34HTP15B4Q0A4,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1239,A34J6WUTOV16M1,https://requester.mturk.com/workers/A34J6WUTOV16M1,1,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,1,,,0.0,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1240,A34LSCB90T5KYE,https://requester.mturk.com/workers/A34LSCB90T5KYE,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1241,A34MPLYKHEH24F,https://requester.mturk.com/workers/A34MPLYKHEH24F,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1242,A34NDXO56MBC3D,https://requester.mturk.com/workers/A34NDXO56MBC3D,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1243,A34PLE1Z7L0W53,https://requester.mturk.com/workers/A34PLE1Z7L0W53,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1244,A34PVFU0KN82KQ,https://requester.mturk.com/workers/A34PVFU0KN82KQ,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,,,,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1245,A34S4MNB9TTJS9,https://requester.mturk.com/workers/A34S4MNB9TTJS9,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1246,A34TUPBBM7HHGN,https://requester.mturk.com/workers/A34TUPBBM7HHGN,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1247,A34U4186EW0B9X,https://requester.mturk.com/workers/A34U4186EW0B9X,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1248,A34UER5ZQ5APMB,https://requester.mturk.com/workers/A34UER5ZQ5APMB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1249,A34UFMGVNCFKVV,https://requester.mturk.com/workers/A34UFMGVNCFKVV,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1250,A34VLM2UC0JY11,https://requester.mturk.com/workers/A34VLM2UC0JY11,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1251,A34WEYAH462CBS,https://requester.mturk.com/workers/A34WEYAH462CBS,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1252,A34YDGVZKRJ0LZ,https://requester.mturk.com/workers/A34YDGVZKRJ0LZ,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1253,A34Z9LMI089LMT,https://requester.mturk.com/workers/A34Z9LMI089LMT,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1254,A350SLJRMBIFM4,https://requester.mturk.com/workers/A350SLJRMBIFM4,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1255,A351P2O6QGTCS,https://requester.mturk.com/workers/A351P2O6QGTCS,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1256,A353ZWBGYHFOBK,https://requester.mturk.com/workers/A353ZWBGYHFOBK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1257,A354IONQNVAG91,https://requester.mturk.com/workers/A354IONQNVAG91,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1258,A35CL66BEUSJ5Z,https://requester.mturk.com/workers/A35CL66BEUSJ5Z,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1259,A35D8WIV6CP70I,https://requester.mturk.com/workers/A35D8WIV6CP70I,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1260,A35F9DZWLLHFY4,https://requester.mturk.com/workers/A35F9DZWLLHFY4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1261,A35K3YVCX1LVPE,https://requester.mturk.com/workers/A35K3YVCX1LVPE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1262,A35MFW1MC01HG7,https://requester.mturk.com/workers/A35MFW1MC01HG7,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1263,A35NG6BVYUFKIG,https://requester.mturk.com/workers/A35NG6BVYUFKIG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1264,A35NXCD0VE2I69,https://requester.mturk.com/workers/A35NXCD0VE2I69,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1265,A35QZFRG4FKK3Z,https://requester.mturk.com/workers/A35QZFRG4FKK3Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1266,A35SQDP3G7ZFEP,https://requester.mturk.com/workers/A35SQDP3G7ZFEP,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1267,A35T79LLCN429G,https://requester.mturk.com/workers/A35T79LLCN429G,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,
1268,A35TF71Q0XO0PH,https://requester.mturk.com/workers/A35TF71Q0XO0PH,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,1.0,,1.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1269,A35U5ETYC8G6S8,https://requester.mturk.com/workers/A35U5ETYC8G6S8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1270,A35UAZ5IKU14XW,https://requester.mturk.com/workers/A35UAZ5IKU14XW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1271,A35UPRWU1QWP2F,https://requester.mturk.com/workers/A35UPRWU1QWP2F,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,
1272,A35XZRK8CZWYBN,https://requester.mturk.com/workers/A35XZRK8CZWYBN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1273,A3609GDWR2JCCA,https://requester.mturk.com/workers/A3609GDWR2JCCA,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1274,A362SLD9P7DE1M,https://requester.mturk.com/workers/A362SLD9P7DE1M,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1275,A3633T8CM8SXW8,https://requester.mturk.com/workers/A3633T8CM8SXW8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1276,A366TZDVJK02PN,https://requester.mturk.com/workers/A366TZDVJK02PN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1277,A3696JXTRKL2FI,https://requester.mturk.com/workers/A3696JXTRKL2FI,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1278,A36CZ0F88ELFWF,https://requester.mturk.com/workers/A36CZ0F88ELFWF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1279,A36FBIDN58N139,https://requester.mturk.com/workers/A36FBIDN58N139,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1280,A36G1RB46X1FEG,https://requester.mturk.com/workers/A36G1RB46X1FEG,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,
1281,A36MEZ1Y8KLTGY,https://requester.mturk.com/workers/A36MEZ1Y8KLTGY,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
1282,A36NPTH2FLH2PA,https://requester.mturk.com/workers/A36NPTH2FLH2PA,0,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,1,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,
1283,A36P1ZQ0GYF567,https://requester.mturk.com/workers/A36P1ZQ0GYF567,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,1,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,
